token_id,category,phi_0,phi_1,phi_2
0,punct,0.020594465,-0.0080741,-0.0022596535
1,punct,-0.015959254,0.0042664516,0.0056871315
2,punct,0.02651437,-0.010267596,-0.003989161
3,punct,-0.0023788596,-0.0015602186,-0.0263242
4,punct,0.04210796,0.012504492,0.0020456049
5,punct,0.023207743,-0.00971862,-0.010694125
6,punct,-0.020567102,-0.020890448,-0.00791916
7,punct,0.026170917,-0.0047550653,-0.02374331
8,punct,-0.016547466,0.050498817,-0.0177477
9,punct,0.00870797,0.021497333,0.009577142
10,punct,-0.036841698,0.00523687,0.0315232
11,punct,-0.00090417784,0.03610691,-0.029023316
12,punct,-0.017921984,0.01957469,-0.017720187
13,punct,0.028050432,-0.0035993545,-0.016295519
14,punct,-0.010071548,-0.0038658734,-0.019601583
15,digit,-0.021594767,0.0027183117,-0.021385243
16,digit,0.0053740037,0.009296922,0.01816497
17,digit,-0.017158499,0.03068822,-0.010893983
18,digit,-0.01781883,-0.0037130706,-0.01028155
19,digit,0.004912026,0.023251366,0.0065310397
20,digit,-0.035676382,0.0059690285,-0.037025914
21,digit,0.010829846,-0.002127364,-0.023670707
22,digit,0.009291608,0.044082694,-0.014336608
23,digit,-0.032441262,-0.01959913,-0.014237856
24,digit,0.016035207,-0.016276594,0.05244889
25,punct,-0.018635208,0.017746316,-0.022535685
26,punct,-0.0021261778,-0.014187288,-0.018354814
27,punct,0.024319874,-0.02949357,0.0014752825
28,punct,0.013786385,0.017593464,-0.0005177358
29,punct,-0.013862113,0.04122343,-0.0071830563
30,punct,-0.008871599,-0.02095918,-0.0017198619
31,punct,-0.012272456,0.012144312,0.037304185
32,letter,-0.0071656946,-0.038819637,-0.0030441876
33,letter,0.036640078,-0.009624417,0.009954046
34,letter,-0.008266001,0.0284143,0.01507047
35,letter,0.007244513,-0.016211888,-0.0064072083
36,letter,0.038942106,0.0015733013,-0.0027219972
37,letter,-0.021653311,0.0057800882,-0.002101801
38,letter,0.032485742,0.011809913,0.011717421
39,letter,1.764605e-05,0.0032894786,-0.0029776623
40,letter,0.014026554,0.013476495,0.005302027
