token_id,category,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44,mu_45,mu_46,mu_47,mu_48,mu_49
10,punct,-0.01811087,0.017182164,0.011388021,-0.007960878,-0.029877096,-0.030606879,0.015370056,0.0055119037,0.031150954,-0.034566768,0.02129074,-0.02789765,0.015680334,-0.001953943,0.022063041,-0.02443094,-0.006212446,0.016375376,0.016846482,-0.0047229826,0.030471148,-0.052004084,-0.0225879,-0.02782442,-0.0071723596,0.020156035,-0.008236657,-0.0111248465,0.001873694,0.006410161,0.006279429,0.025288165,-0.01788892,0.0042449324,-0.0032695492,-0.01703556,-0.053814776,-0.008656416,-0.0065649804,-0.0066449004,0.009171775,0.01165526,-0.03899414,-0.030363007,0.011055793,-0.01107979,0.000614555,-0.016936325,0.0007990911,0.019808384
11,punct,0.103155956,-0.13571616,-0.26065788,-0.04240186,-0.059062622,-0.14765637,-0.2829688,0.13660611,0.19885975,-0.21794736,0.1174952,-2.3263874,0.05967885,0.19948028,0.07706003,-0.59941673,-0.13172929,-0.9264185,3.460027,0.13905166,0.061845668,0.3414206,-0.13948548,0.034166384,-0.23437008,-0.13692899,0.14357387,-0.119578995,-0.13202941,-0.070887394,-0.054511093,-0.0969309,-0.21670142,0.36500657,-0.39224002,-0.052329652,0.0058214455,-0.18819581,0.24102259,0.35766608,0.4864666,0.22761174,-0.07979208,0.18666537,0.19597074,-0.10633497,0.11144132,0.09415826,-0.022588803,-0.09847317
12,punct,-0.09564573,-0.23645099,-0.17735033,-0.08366792,-0.13691802,-0.13713111,-0.18667851,-0.097382106,-0.07190871,-0.2690718,-0.18848254,4.2489834,-0.16369346,0.27742496,-0.14438912,-0.32766092,-0.11135209,-0.60803896,0.4735198,-0.10116041,-0.18150626,0.11761852,-0.13168448,-0.19835073,-0.2277196,-0.16123956,0.12566365,-0.13932489,-0.2948832,0.023956705,-0.10504904,-0.13856573,-0.26868492,-0.1146098,-0.3584093,-0.11604725,0.11295399,-0.1957706,0.035883173,-0.07039309,-0.037278038,-0.12280765,-0.123238415,-0.4177113,0.0031737876,-0.11906935,0.055383686,0.0335453,-0.2619293,-0.111868374
13,punct,-0.4388633,-0.13795948,-0.09620288,0.16419545,-0.12882802,-0.18056118,-0.28542978,-0.1651146,0.32273892,-0.140896,0.10726435,-0.42835376,-0.08500038,0.09032994,-0.18740246,-0.58140385,-0.025985843,4.1923375,-0.39388424,-0.1605235,-0.11735531,-0.12146102,-0.105021745,-0.121372536,-0.16703933,-0.18975952,-0.6831467,-0.3063712,0.14947104,0.97782695,-0.15652153,-0.09461974,-0.1086742,-0.2732821,-0.08318292,-0.09724963,0.32745728,-0.16041344,-0.12374451,-0.17231022,-0.42717665,-0.15322572,-0.13511693,-0.12790142,-0.13438426,-0.15599105,0.1503605,0.03325889,-0.1836097,-0.12797625
14,punct,0.01053878,-0.003705374,0.014135665,-0.009121165,0.028387789,0.00040506697,0.0049721645,-0.020394912,0.00031859707,-0.045547538,-0.028390367,0.044037096,-0.014487634,0.033144977,-0.0007930868,0.006300806,-0.023292689,0.017581375,0.026631836,-0.013764221,-0.0066818814,0.004368374,0.01209093,0.016044239,0.02101372,0.0029950654,-0.0032372002,-0.018037783,-0.02751217,-0.023280947,-0.027963998,-0.03708268,0.0011338203,-0.022402538,-0.009214665,0.003186155,0.012885202,-0.031399954,-0.0016741535,0.015507439,-0.014895518,-0.008425927,0.0036172299,-0.01667858,0.01717452,0.011992701,-0.007823748,0.007650263,-0.021530887,-0.032920923
15,digit,-0.05961753,0.1850911,0.20382848,0.2962731,0.15775926,0.19518554,-0.10726989,0.20959821,-0.03744486,0.1480925,0.33501506,0.06231073,0.1449967,0.19676116,0.15723376,-0.17602487,0.18266411,-0.30544814,-4.514374,0.12128866,0.18525176,-0.051725738,-0.103141166,0.14798008,0.17082539,0.17781982,0.15504415,0.15362874,-0.22491302,0.29709932,0.16923276,0.18824534,0.16022734,0.0055557275,0.1808754,0.030772647,0.3394046,0.17122446,0.1982473,0.1938064,-0.11673954,0.33216769,0.17618316,0.1901752,0.2644157,0.0567338,0.13288525,0.04511726,0.2707168,0.18772863
16,digit,0.030928576,0.19964485,0.18926468,0.20108128,0.15474455,0.20459963,-0.0040751365,0.21088926,0.0010157139,0.10087767,0.29506385,0.098883934,0.15959729,0.15994523,0.17138435,-0.09654571,0.20582469,-0.2925896,-4.5139103,0.1316554,0.18269385,0.063319586,-0.09535853,0.17702763,0.19451857,0.20602831,0.07400413,0.10573464,-0.23696965,0.21146004,0.18013264,0.19234248,0.06654208,-0.015245262,0.19985253,0.096304305,0.297288,0.18601981,0.16343394,0.181373,-0.17963895,0.34055802,0.18008307,0.143514,0.2672948,0.025239518,0.11226145,0.045220945,0.393391,0.19861993
17,digit,0.15995564,0.0916958,0.13741149,0.2626193,0.09906992,0.17015426,-0.025445484,0.1655146,0.059797335,0.0197885,0.2031203,1.2880895,0.10274282,0.1337088,0.14967999,-0.11409564,0.16976319,-3.9785662,-1.4265468,0.11004408,0.12876542,0.13412432,-0.12132992,0.09301595,0.13034977,0.14208366,0.08305671,0.070456386,-0.3778204,-0.0043510036,0.13597292,0.1524585,-0.04439111,0.09979637,0.05660925,0.0685066,0.3817995,0.11074603,0.179355,0.1460829,-0.113133274,0.4442367,0.17558151,0.11629,0.22301915,0.029678788,0.07786669,0.06783497,0.4955982,0.17484552
18,digit,-0.1242438,-0.023073826,-0.022220092,0.11403791,-0.06881722,0.018671157,-0.28734717,0.057601918,-0.1668976,-0.13017327,0.09654213,-2.642599,-0.058496222,0.024012301,-0.017949793,-0.34885508,0.032833032,1.0416161,2.9065979,-0.04625151,0.011078444,-0.13209404,-0.13297036,-0.01552952,-0.026132595,-0.014249093,-0.051625,-0.06734159,-0.33738276,-0.24020745,-0.015525485,0.0036065937,-0.23702398,-0.17748852,-0.03263272,-0.09446701,0.090585835,-0.011717304,-0.04387976,0.025087427,-0.26354432,0.18854006,0.023584377,0.024914065,0.12542944,-0.18574607,0.07842733,0.05826441,0.21696112,0.004494712
19,digit,-0.2046397,-0.10295122,-0.06937192,-0.013674723,-0.11940996,-0.0772362,-0.30378467,-0.022716688,-0.25825465,-0.17265381,0.042557202,4.316703,-0.13856083,-0.070841685,-0.10820449,-0.3775056,-0.032171696,-0.124862954,0.3246733,-0.13724822,-0.071978614,-0.207863,-0.20121086,-0.118258916,-0.09439677,-0.07950615,-0.15258645,-0.11935306,-0.37439877,0.14554757,-0.09943663,-0.06424142,-0.14317194,-0.16324617,-0.13147055,-0.1798096,0.026908072,-0.10272774,-0.08282303,-0.046138626,-0.26960516,0.07440732,-0.054290473,-0.10483069,0.016927011,-0.23161222,0.016719868,0.0036262143,0.11558874,-0.0662849
20,digit,-0.18143632,-0.043085042,0.0028974907,0.012906629,-0.059581004,-0.001275046,-0.32889804,0.026217801,-0.23803794,-0.11709817,0.1329155,-2.4786916,-0.062577374,-0.020862564,-0.0400042,-0.38230792,-0.024207084,1.9334298,2.7433634,-0.101647526,-0.016568918,-0.18092252,-0.12777615,-0.08650624,-0.044089925,-0.03667686,-0.04003689,-0.058767185,-0.37165344,0.017277103,-0.045268953,-0.023946118,-0.12321084,-0.20086758,-0.061603684,-0.15923233,0.044210855,-0.047027133,-0.009153487,0.027217293,-0.2260939,0.108696476,-0.040999748,0.020669797,0.064652875,-0.20432246,0.048601776,0.02469682,0.11891603,-0.050624236
21,digit,-0.01826132,0.06153533,0.18873593,0.2801166,0.07825568,0.1718999,-0.18398324,0.23060554,-0.07997888,0.057780325,0.3512744,1.7804585,0.022418862,0.2321149,0.08000553,-0.32018128,0.19714092,-3.899611,-1.408298,0.056641806,0.16015758,-0.05653801,-0.14291126,0.048013363,0.16714135,0.142677,0.07737958,0.11263617,-0.32733527,0.075192414,0.13321501,0.1791146,0.10057454,0.057041954,-0.00091679825,-0.06250894,0.40084502,0.09462522,0.19395852,0.22090086,-0.06838616,0.3444804,0.17975204,0.10855656,0.28372872,-0.08193097,0.11604984,0.07607057,0.45151523,0.19108644
22,digit,-0.47957808,-0.84598744,-0.020508368,-0.034306277,-0.7719514,0.20693716,-1.1179352,0.57674205,-0.057652093,-0.411629,-0.5706804,0.20970918,-2.819248,0.42094526,1.3790209,-1.0254982,0.20383771,0.3969599,-0.41303575,-0.28533784,-0.27610606,-0.170394,-0.11710035,1.0246711,2.20742,-1.4937683,-0.64671904,1.1043817,-0.6124313,-0.6878016,1.1630031,0.2537488,-0.37792808,0.06706253,0.79246956,-1.4013897,0.10554364,2.4627721,-0.27718264,-0.2144199,-0.056160424,0.8852628,-0.2331883,-0.04704732,1.0347168,-0.033380482,0.13386615,0.037839226,-0.119293526,1.0627593
23,digit,-0.22772236,-0.120366774,-0.05135573,0.0010642073,-0.093415245,-0.07625263,-0.41409996,-0.02850877,-0.16087367,-0.10687334,0.08060051,-0.3183595,-0.102264896,-0.050973967,-0.09963439,-0.46636343,-0.0530038,-0.298448,4.3308115,-0.08028851,-0.06312377,-0.13917494,-0.18707179,-0.11770467,-0.08535191,-0.09318572,-0.091207355,-0.099872425,-0.39227223,0.051953748,-0.094339564,-0.08039257,-0.15533039,-0.06396034,-0.17844383,-0.17800523,0.08641186,-0.09685938,-0.015511702,-0.011460159,-0.14154668,0.03293292,-0.0627381,-0.04262013,0.060411498,-0.21452548,0.05565261,0.02124415,0.023198191,-0.08700783
24,digit,-0.2831642,0.0012904538,0.05021191,0.10625569,0.010403772,0.029355314,-0.42189947,0.073854454,-0.109010264,0.032340094,0.14952236,-2.953737,-0.0024656658,0.06054897,-0.010025209,-0.44049594,0.0368269,0.45216748,2.5604615,0.024280993,0.036458597,-0.13032234,-0.14223683,-0.005630144,0.0076454203,-0.0024305503,0.016743362,0.0019362313,-0.36315438,-0.2440041,0.010351096,0.00841033,-0.121732794,-0.07917477,-0.019467492,-0.15889348,0.16918774,0.010149402,0.044718426,0.110288076,-0.19687323,0.17778389,0.030785786,0.047184028,0.13260373,-0.13358758,0.120140865,0.048073832,0.085853815,0.01091259
25,punct,-0.030836752,0.03401873,-0.015436548,0.0012303647,0.0007359883,-0.0018613342,-0.01660049,0.014663368,-0.023006057,0.020200623,0.0022179433,-0.0024271843,0.0073192427,-0.005056009,0.026064089,0.01449247,-0.00758725,0.011900965,-0.0060779904,-0.0051320605,0.01134968,0.012208311,0.029694397,0.014933369,0.032424115,-0.024632832,-0.05096454,0.05551197,-0.012555762,-0.04891169,-0.009053132,-0.0078078234,-0.02140994,-0.01689589,0.008036645,0.02074556,0.0007277368,-0.0060423873,-0.00477532,-0.025712382,-0.014261267,0.03057562,-0.022677088,0.0179056,-0.017113473,0.016269658,-0.01939134,-0.019175334,-0.0060031526,0.012474431
26,punct,0.02760452,-0.009733925,-0.02270436,-0.020390965,0.011875842,0.0010713317,0.005897671,-0.0013145038,-0.010416094,-0.010780047,-0.006151309,0.016334176,-0.018890526,0.028873406,0.00218812,0.037537213,-0.014349099,0.020466467,0.019745534,0.0044073174,-0.043160766,-0.0034828826,-0.0140785035,-0.010027101,-0.052221462,0.012131316,-0.019277459,-0.02305891,0.004382364,-0.041896503,-0.01933875,-0.01685667,0.007286071,-0.017095646,-0.01769499,-0.017114976,0.0033783638,0.040252637,0.03647571,-0.01184965,0.0020652306,-0.0057874876,-0.014732366,-0.026389334,-0.030383298,0.00801869,0.017319925,0.0075319814,0.012161418,0.028822698
27,punct,-8.362995e-05,0.0019732157,0.0015005016,0.006076443,0.005443976,-0.014769974,-0.016813068,-0.012639272,0.00976392,0.014452376,0.0008111368,-0.023099333,-0.004699453,-0.0048251753,0.022415113,0.005288851,0.050020646,-0.0024038316,-0.043548644,0.012541023,0.010407552,0.035781004,0.008924848,-0.03662082,-0.009209052,0.0163369,0.014378161,-0.0042948327,-0.035474844,-0.0015571251,0.054917987,-0.030246675,0.0066854027,0.012423184,-0.007510233,-0.019244874,-0.008345137,0.019481977,-0.013754821,-0.013467684,0.02178895,-0.012798873,0.009332163,0.03553272,0.00577174,0.013129647,0.00064455235,-0.000102674654,0.019482864,-0.012938268
28,punct,0.0029412897,-0.026468689,0.007578718,-0.0072494885,-0.022286952,-0.006501196,-0.032054424,0.033380628,0.023188956,-0.04097744,0.02849063,-0.033144716,-0.01503202,0.011642018,0.016670112,-0.019852532,-0.015988344,0.028068043,-0.0099090785,-0.022686912,-0.015273321,0.025998639,-0.007721653,-0.007417518,-0.018272907,-0.0038796936,-0.022694426,-0.0080350675,-0.0011443156,-0.01420338,-0.008919526,0.034134466,0.01942433,-0.03603688,0.0016641379,0.008641699,0.010453262,-0.009479976,-0.001835258,0.004147415,-0.04402216,-0.035648044,-0.00576613,-0.03934985,-0.0040025827,-0.009534244,-0.038522027,-0.005242821,0.02296965,0.011811359
29,punct,-0.66689503,2.5547943,0.26830956,-0.37829316,-1.1874441,0.5419094,-0.8609706,0.36446804,-0.39094362,-0.4678386,-0.91863316,0.18158859,1.5486643,0.504869,0.042684272,-0.11008461,0.17134397,0.39800248,-0.42967352,-1.109285,-1.3868439,0.16599137,-0.08101218,-0.19099729,-1.3326983,-0.42654818,-0.30107808,1.7858984,-0.6807522,-0.6884138,2.7224932,-0.5779434,-0.44347796,0.17821541,-0.51496404,-0.03539723,-0.59222,-1.177092,0.04541052,0.24090648,0.10378085,-0.04508978,0.44935805,0.2505759,-0.42860243,-0.100318484,0.080999024,0.06113483,2.1378906,0.5812428
30,punct,-0.021923792,-0.0050040823,0.009748469,0.011291486,0.004856947,0.004521233,-0.031446077,0.016092245,-0.017054992,0.0071337163,-0.031843465,-0.052174233,-0.023649609,0.029081162,-0.015904672,0.012949336,0.017506292,-0.029812103,0.0069081667,-0.001377754,0.011283246,0.030458307,-0.02574546,-0.029711349,-0.04908069,0.0062939273,-0.015544947,-0.0068224138,0.010358847,-0.0172871,0.019581016,-0.0020780521,-0.014609475,-0.0018173805,0.010898034,-0.019813694,-0.032355063,-0.0068035,-0.021516904,-0.040353585,0.03770956,-0.009135535,-0.014515444,-0.028089229,0.018271254,-0.012813983,-0.02634585,-0.0014160515,0.006825641,-0.010718677
31,punct,0.012112175,0.008377987,-0.040636696,0.02510758,-0.017108165,-0.035121303,-0.012333037,-0.021309676,0.009581956,0.022351813,0.0461244,0.017834641,-0.02258237,0.004483623,0.022399146,0.021728484,0.02652442,0.025557505,-0.024764242,0.018975724,0.019832324,-0.017039351,-0.03060374,-0.0053446097,-0.0096908435,-7.106447e-05,0.010031858,-0.025892926,0.035974886,-0.030531233,0.0076949033,-0.024331212,0.003893531,0.03770986,0.019710548,-0.009616124,-0.009293858,-0.030214375,0.008167034,0.002621763,-0.0141564375,0.0042183506,-0.013018797,0.007944621,-0.025272034,0.018067928,0.012622085,-0.025627444,-0.0044085653,-0.0021022658
32,letter,-0.13066809,-0.10622532,-0.08831882,0.05241862,-0.071981326,-0.06659633,-0.04400137,-0.08239835,-0.11562702,-0.17434582,-0.08214286,-0.12460715,-0.053447418,-0.10629093,0.038816806,-0.1716468,0.02580458,-1.0486283,4.25439,-0.040127918,-0.08780835,0.015510588,-0.122664824,-0.111451305,-0.19316147,-0.11576074,-0.11015427,-0.15122342,-0.17855707,-0.005789683,-0.048043486,-0.04001236,-0.3333389,0.029517068,-0.15345766,-0.12877218,0.142725,-0.09987335,0.047744054,-0.108247034,-0.12278827,0.06582542,-0.07542407,0.09212465,0.09464979,0.046763264,0.13840123,0.067680195,-0.10521598,-0.010193781
33,letter,-0.055452112,-1.8817453,-0.7662265,0.5763645,-1.8770666,-0.073294125,0.3150065,-0.11357644,-0.5068469,0.97953457,-0.09593004,0.2011822,2.896996,-0.091722265,0.95097023,-0.2932085,0.11368614,0.39738345,-0.38929126,0.27550262,-0.9248896,0.2536851,-0.20089436,0.4219245,-0.8502109,1.4818825,0.16787545,0.24571379,-0.349699,-0.6231313,0.20631798,-0.33329678,-0.32069615,0.2088077,1.4806535,-0.55360264,0.30883458,-2.2195392,-0.6557384,-0.1717417,-0.18230024,0.8984754,0.745357,0.18432868,0.07707512,0.387642,0.11055344,0.07351333,-0.5046498,1.2483991
34,letter,-0.48163804,-0.25508118,-0.103653334,0.10006769,-0.12673348,-0.09627519,0.28439432,-0.1431685,-0.23855881,0.044629354,-0.119504794,0.10033787,-0.153133,-0.2004096,0.14692242,-0.11117759,-0.06807539,4.341613,-0.20712556,-0.11099958,-0.13130978,-0.05605848,-0.10464088,-0.17170657,-0.31684285,-0.18932474,-0.1708762,-0.20165929,-0.26749808,0.5294415,-0.1652208,-0.11454637,-0.64555764,-0.23146105,-0.21144661,-0.2927704,-0.08586052,-0.17212154,-0.09033366,-0.29714042,-0.42935368,0.04514395,-0.1450012,0.18191761,0.09554382,-0.028659688,0.18607755,0.017991664,0.1417457,-0.043277193
35,letter,-0.4019225,-0.21324699,-0.34872645,-0.012996188,-0.15264434,0.060138043,0.3476586,-0.05131666,-0.39602065,-0.2552346,-0.21820828,-0.030031549,-0.101679385,-0.6031255,0.028493779,-0.050276585,-0.1954306,4.241073,-0.28570923,-0.16031021,-0.08388911,-0.12224517,-0.06757944,-0.16630791,-0.20423716,-0.21871397,-0.4368888,-0.051809978,-0.24501738,1.0612863,-0.097436704,-0.17012596,-0.33448818,-0.24967067,-0.23144126,-0.16347948,-0.02560625,-0.18669589,-0.017402614,-0.18931213,-0.45254302,0.09329406,-0.045985226,-0.074269034,0.31421962,-0.07398269,0.14964639,0.06493262,0.028779786,-0.010846297
36,letter,0.051614717,0.16786991,0.21110646,0.2948106,0.1853486,0.18809412,0.31536606,0.14626953,0.11906618,0.0969379,0.14251971,0.22239229,0.14981738,0.1343627,0.19156505,0.03631297,0.2473759,-0.30977583,-4.5603147,0.07386732,0.18814126,0.26549613,-0.13204269,0.15108043,0.08151422,0.15774791,0.19027464,0.0799616,0.018825872,0.020041062,0.18563825,0.17845938,-0.08079147,0.029902807,0.11831218,0.10058769,0.3455653,0.12804148,0.21883357,0.005455169,0.013228992,0.3276731,0.13159697,0.2672084,0.314607,0.22748762,0.114364974,0.111543864,0.23695669,0.23811892
37,letter,0.15030904,-2.1517498,-0.14815217,-0.0681882,-1.6861118,1.6924785,0.35457987,-1.0119857,0.36830485,-0.09682811,0.39956072,0.21440662,0.8306758,-0.59333265,2.4102073,-0.18050118,-0.12070364,0.41001758,-0.373699,0.22275952,-0.7399424,0.28217292,-0.21753608,0.23687431,-0.9460057,-1.6144209,-0.39638528,0.8419387,-0.45209324,-0.6131131,-0.41025773,1.9508181,0.15190956,0.17784281,1.0611649,0.32210293,0.23645496,-0.85091203,-0.32368967,0.07019915,-0.13669209,1.0895466,-0.11222309,0.185129,-0.12296145,0.2504208,0.07743243,0.12030365,-0.6360216,1.5636936
38,letter,-0.023229156,-1.8807162,-0.91275805,0.4796625,-2.137789,1.2577883,0.5661212,-0.35970563,-0.57065654,1.7873946,0.24501269,0.20687956,0.57177883,-0.051847577,1.15444,-0.619046,1.4124058,0.39969638,-0.36448592,0.3907442,-0.68665415,-0.30865318,-0.17305405,0.44875073,-1.3326877,-0.40421107,-0.18967809,0.23541509,-0.4318208,-0.6012342,-0.80470806,0.3356683,-0.16164991,0.21911125,0.7182192,1.8567665,0.51781464,-1.3839396,-0.15905224,-1.098511,-0.08326132,0.21397388,0.1809735,0.5236747,0.16649601,0.5849077,0.12709114,0.058035348,0.33223522,1.3262235
39,letter,-0.1572574,-1.1370536,0.1877592,0.44885954,-2.8623097,0.37180266,0.59191585,-0.41396472,-0.28544548,0.68778783,0.09128197,0.229771,2.446061,0.5218919,1.0158696,-0.5446403,0.23329367,0.41040188,-0.34191257,0.7094124,-0.56087047,0.40698424,-0.1712034,0.95294267,-0.85837823,-0.9925704,-0.09026703,1.2906721,-0.31867686,-0.5835013,-1.1619221,-0.14136805,0.017647495,0.26235816,0.60900545,0.123704106,0.48243153,0.011106767,-0.96050215,-0.9001326,-0.16594777,1.4154227,-0.14665872,0.10060963,0.44650704,0.36457288,0.041022044,0.06996276,-0.6314718,1.2891043
